"","tessera"
"4138",62683
"4139",62684
"4140",62744
"4141",62745
"4142",62748
"4143",62749
"4144",62750
"4145",62751
"4146",62752
"4147",62753
"4148",62755
"4149",62759
"4150",62760
"4151",62761
"4152",62763
"4153",62765
"4154",62766
"4155",62767
"4156",62768
"4157",62769
"4158",62771
"4159",62772
"4160",62774
"4161",62775
"4162",62776
"4163",62777
"4164",62778
"4165",62779
"4166",62789
"4167",62790
"4168",62791
"4169",62792
"4170",62809
"4171",62810
"4172",62811
"4173",62812
"4174",62813
"4175",62814
"4176",62815
"4177",62816
"4178",62817
"4179",62818
"4180",62819
"4181",62820
"4182",62834
"4183",62835
"4184",62836
"4185",62837
"4186",62838
"4187",62839
"4188",62840
"4189",62841
"4190",62842
"4191",62843
"4192",62844
"4193",62845
"4194",62846
"4195",62847
"4196",62848
"4197",62849
"4198",62850
"4199",62851
"4200",62852
"4201",62853
"4202",62855
"4203",62862
"4204",62863
"4205",62864
"4206",62871
"4207",62872
"4208",62873
"4209",62874
"4210",62875
"4211",62876
"4212",62878
"4213",62879
"4214",62880
"4215",62881
"4216",62882
"4217",62883
"4218",62885
"4219",62886
"4220",62887
"4221",62888
"4222",62889
"4223",62890
"4224",62891
"4225",62892
"4226",62893
"4227",62894
"4228",62895
"4229",62896
"4230",62898
"4231",62899
"4232",62900
"4233",62901
"4234",62902
"4235",62903
"4236",62904
"4237",62905
"4238",62906
"4239",62907
"4240",62908
"4241",62909
"4242",62910
"4243",62911
"4244",62912
"4245",62913
"4246",62914
"4247",62920
"4248",62922
"4249",62923
"4250",62924
"4251",62926
"4252",62927
"4253",62928
"4254",62929
"4255",62930
"4256",62931
"4257",62933
"4258",62934
"4259",62935
"4260",62941
"4261",62942
"4262",62986
"4263",62987
"4264",62988
"4265",62989
"4266",62990
"4267",62991
"4268",62992
"4269",62993
"4270",62994
"4271",62995
"4272",62996
"4273",62997
"4274",62998
"4275",62999
"4276",63000
"4277",63001
"4278",63002
"4279",63003
"4280",63004
"4281",63005
"4282",63006
"4283",63007
"4284",63008
"4285",63009
"4286",63010
"4287",63011
"4288",63012
"4289",63013
"4290",63014
"4291",63016
"4292",63025
"4293",63026
"4294",63027
"4295",63028
"4296",63029
"4297",63030
"4298",63072
"4299",63073
"4300",63074
"4301",63075
"4302",63076
"4303",63078
"4304",63079
"4305",63080
"4306",63098
"4307",63103
"4308",63104
"4309",63143
"4310",63145
"4311",63146
"4312",63147
"4313",63148
"4314",63150
"4315",63151
"4316",63152
"4317",63153
"4318",63154
"4319",63155
"4320",63156
"4321",63157
"4322",63158
"4323",63159
"4324",63160
"4325",63161
"4326",63162
"4327",63163
"4328",63164
"4329",63165
"4330",63166
"4331",63167
"4332",63168
"4333",63169
"4334",63170
"4335",63171
"4336",63172
"4337",63173
"4338",63174
"4339",63175
"4340",63176
"4341",63177
"4342",63178
"4343",63179
"4344",63180
"4345",63181
"4346",63182
"4347",63183
"4348",63184
"4349",63185
"4350",63196
"4351",63197
"4352",63198
"4353",63199
"4354",63200
"4355",63201
"4356",63202
"4357",63203
"4358",63204
"4359",63206
"4360",63207
"4361",63208
"4362",63209
"4363",63210
"4364",63211
"4365",63212
"4366",63213
"4367",63214
"4368",63215
"4369",63216
"4370",63217
"4371",63218
"4372",63219
"4373",63220
"4374",63221
"4375",63222
"4376",63223
"4377",63224
"4378",63225
"4379",63226
"4380",63227
"4381",63228
"4382",63229
"4383",63230
"4384",63231
"4385",63232
"4386",63233
"4387",63234
"4388",63235
"4389",63236
"4390",63237
"4391",63238
"4392",63239
"4393",63240
"4394",63261
"4395",63262
"4396",63263
"4397",63264
"4398",63265
"4399",63266
"4400",63267
"4401",63268
"4402",63269
"4403",63270
"4404",63271
"4405",63272
"4406",63273
"4407",63274
"4408",63275
"4409",63276
"4410",63277
"4411",63278
"4412",63279
"4413",63280
"4414",63281
"4415",63282
"4416",63283
"4417",63284
"4418",63285
"4419",63286
"4420",63287
"4421",63288
"4422",63289
"4423",63304
"4424",63305
"4425",63306
"4426",63307
"4427",63308
"4428",63309
"4429",63310
"4430",63311
"4431",63312
"4432",63313
"4433",63314
"4434",63315
"4435",63316
"4436",63317
"4437",63318
"4438",63319
"4439",63320
"4440",63321
"4441",63322
"4442",63329
"4443",63330
"4444",63331
"4445",63332
"4446",63333
"4447",63334
"4448",63335
"4449",63336
"4450",63337
"4451",63338
"4452",63339
"4453",63340
"4454",63341
"4455",63342
"4456",63350
"4457",63351
"4458",63352
"4459",63353
"4460",63354
"4461",63355
"4462",63356
"4463",63357
"4464",63358
"4465",63359
"4466",63360
"4467",63380
"4468",63381
"4469",63382
"4470",63383
"4471",63384
"4472",63385
"4473",63386
"4474",63387
"4475",63389
"4476",63390
"4477",63391
"4478",63392
"4479",63393
"4480",63394
"4481",63432
"4482",63433
"4483",63434
"4484",63435
"4485",63436
"4486",63437
"4487",63438
"4488",63439
"4489",63440
"4490",63441
"4491",63442
"4492",63443
"4493",63444
"4494",63445
"4495",63446
"4496",63447
"4497",63448
"4498",63449
"4499",63450
"4500",63451
"4501",63452
"4502",63453
"4503",63454
"4504",63455
"4505",63456
"4506",63457
"4507",63458
"4508",63459
"4509",63460
"4510",63461
"4511",63462
"4512",63463
"4513",63464
"4514",63465
"4515",63466
"4516",63467
"4517",63468
"4518",63469
"4519",63470
"4520",63471
"4521",63472
"4522",63473
"4523",63474
"4524",63475
"4525",63476
"4526",63477
"4527",63478
"4528",63479
"4529",63480
"4530",63481
"4531",63482
"4532",63483
"4533",63484
"4534",63485
"4535",63486
"4536",63487
"4537",63488
"4538",63489
"4539",63490
"4540",63491
"4541",63492
"4542",63493
"4543",63534
"4544",63535
"4545",63537
"4546",63538
"4547",63539
"4548",63540
"4549",63541
"4550",63542
"4551",63543
"4552",63544
"4553",63545
"4554",63546
"4555",63547
"4556",63548
"4557",63549
"4558",63550
"4559",63551
"4560",63552
"4561",63553
"4562",63554
"4563",63555
"4564",63556
"4565",63557
"4566",63558
"4567",63559
"4568",63560
"4569",63561
"4570",63562
"4571",63563
"4572",63564
"4573",63565
"4574",63566
"4575",63567
"4576",63568
"4577",63569
"4578",63570
"4579",63571
"4580",63572
"4581",63573
"4582",63574
"4583",63575
"4584",63576
"4585",63577
"4586",63578
"4587",63600
"4588",63601
"4589",63602
"4590",63603
"4591",63604
"4592",63605
"4593",63606
"4594",63607
"4595",63608
"4596",63609
"4597",63610
"4598",63640
"4599",63641
"4600",63642
"4601",63643
"4602",63644
"4603",63645
"4604",63646
"4605",63647
"4606",63648
"4607",63651
"4608",63652
"4609",63653
"4610",63654
"4611",63655
"4612",63656
"4613",63657
"4614",63658
"4615",63659
"4616",63660
"4617",63661
"4618",63662
"4619",63663
"4620",63664
"4621",63665
"4622",63666
"4623",63667
"4624",63668
"4625",63669
"4626",63670
"4627",63671
"4628",63672
"4629",63673
"4630",63679
"4631",63680
"4632",63681
"4633",63682
"4634",63683
"4635",63684
"4636",63685
"4637",63686
"4638",63687
"4639",63688
"4640",63689
"4641",63690
"4642",63691
"4643",63692
"4644",63693
"4645",63694
"4646",63695
"4647",63697
"4648",63698
"4649",63699
"4650",63700
"4651",63701
"4652",63702
"4653",63703
"4654",63704
"4655",63705
"4656",63706
"4657",63707
"4658",63708
"4659",63709
"4660",63710
"4661",63711
"4662",63712
"4663",63734
"4664",63735
"4665",63736
"4666",63737
"4667",63738
"4668",63739
"4669",63740
"4670",63741
"4671",63742
"4672",63743
"4673",63744
"4674",63745
"4675",63746
"4676",63747
"4677",63748
"4678",63749
"4679",63750
"4680",63751
"4681",63752
"4682",63753
"4683",63754
"4684",63755
"4685",63756
"4686",63757
"4687",63758
"4688",63759
"4689",63760
"4690",63761
"4691",63762
"4692",63763
"4693",63764
"4694",63765
"4695",63766
"4696",63767
"4697",63768
"4698",63769
"4699",63770
"4700",63771
"4701",63772
"4702",63773
"4703",63774
"4704",63775
"4705",63776
"4706",63777
"4707",63778
"4708",63779
"4709",63780
"4710",63781
"4711",63782
"4712",63783
"4713",63784
"4714",63799
"4715",63800
"4716",63801
"4717",63802
"4718",63803
"4719",63809
"4720",63810
"4721",63811
"4722",63812
"4723",63813
"4724",63814
"4725",63815
"4726",63816
"4727",63817
"4728",63818
"4729",63819
"4730",63820
"4731",63821
"4732",63822
"4733",63823
"4734",63824
"4735",63825
"4736",63826
"4737",63827
"4738",63828
"4739",63829
"4740",63830
"4741",63831
"4742",63832
"4743",63833
"4744",63834
"4745",63835
"4746",63836
"4747",63837
"4748",63838
"4749",63839
"4750",63840
"4751",63841
"4752",63842
"4753",63843
"4754",63844
"4755",63845
"4756",63846
"4757",63847
"4758",63848
"4759",63849
"4760",63850
"4761",63851
"4762",63852
"4763",63853
"4764",63854
"4765",63855
"4766",63856
"4767",63857
"4768",63858
"4769",63859
"4770",63860
"4771",63861
"4772",63862
"4773",63863
"4774",63864
"4775",63865
"4776",63866
"4777",63867
"4778",63868
"4779",63869
"4780",63870
"4781",63871
"4782",63872
"4783",63873
"4784",63874
"4785",63875
"4786",63876
"4787",63877
"4788",63878
"4789",63879
"4790",63880
"4791",63881
"4792",63882
"4793",63883
"4794",63884
"4795",63885
"4796",63886
"4797",63887
"4798",63888
"4799",63889
"4800",63890
"4801",63891
"4802",63892
"4803",63893
"4804",63894
"4805",63895
"4806",63896
"4807",63897
"4808",63898
"4809",63899
"4810",63900
"4811",63901
"4812",63902
"4813",63903
"4814",63904
"4815",63905
"4816",63906
"4817",63907
"4818",63913
"4819",63914
"4820",63915
"4821",63916
"4822",63917
"4823",63918
"4824",63919
"4825",63920
"4826",63921
"4827",63922
"4828",63923
"4829",63924
"4830",63925
"4831",63926
"4832",63927
"4833",63928
"4834",63929
"4835",63930
"4836",63931
"4837",63932
"4838",63933
"4839",63934
"4840",63935
"4841",63936
"4842",63937
"4843",63938
"4844",63939
"4845",63940
"4846",63941
"4847",63942
"4848",63943
"4849",63944
"4850",63945
"4851",63946
"4852",63947
"4853",63948
"4854",63949
"4855",63950
"4856",63951
"4857",63952
"4858",63953
"4859",63954
"4860",63955
"4861",63956
"4862",63957
"4863",63958
"4864",63959
"4865",63960
"4866",63961
"4867",63962
"4868",63963
"4869",63964
"4870",63965
"4871",63966
"4872",63967
"4873",63968
"4874",63969
"4875",63970
"4876",63982
"4877",63983
"4878",63984
"4879",63985
"4880",63986
"4881",63987
"4882",63988
"4883",63989
"4884",63990
"4885",63991
"4886",63992
"4887",63993
"4888",63994
"4889",63995
"4890",63996
"4891",63997
"4892",63998
"4893",63999
"4894",64000
"4895",64001
"4896",64002
"4897",64003
"4898",64004
"4899",64005
"4900",64006
"4901",64007
"4902",64008
"4903",64009
"4904",64010
"4905",64011
"4906",64012
"4907",64013
"4908",64014
"4909",64015
"4910",64016
"4911",64017
"4912",64018
"4913",64019
"4914",64020
"4915",64021
"4916",64022
"4917",64023
"4918",64024
"4919",64025
"4920",64026
"4921",64027
"4922",64028
"4923",64029
"4924",64030
"4925",64031
"4926",64032
"4927",64033
"4928",64034
"4929",64035
"4930",64036
"4931",64037
"4932",64038
"4933",64039
"4934",64040
"4935",64041
"4936",64042
"4937",64043
"4938",64044
"4939",64053
"4940",64054
"4941",64055
"4942",64056
"4943",64057
"4944",64058
"4945",64059
"4946",64060
"4947",64061
"4948",64062
"4949",64063
"4950",64064
"4951",64065
"4952",64066
"4953",64067
"4954",64068
"4955",64069
"4956",64070
"4957",64071
"4958",64072
"4959",64073
"4960",64089
"4961",64090
"4962",64091
"4963",64112
"4964",64113
"4965",64114
"4966",64115
"4967",64116
"4968",64117
"4969",64118
"4970",64119
"4971",64120
"4972",64121
"4973",64122
"4974",64123
"4975",64124
"4976",64125
"4977",64126
"4978",64127
"4979",64128
"4980",64139
"4981",64140
"4982",64141
"4983",64142
"4984",64143
"4985",64144
"4986",64145
"4987",64146
"4988",64147
"4989",64148
"4990",64149
"4991",64150
"4992",64153
"4993",64154
"4994",64155
"4995",64156
"4996",64157
"4997",64158
"4998",64159
"4999",64160
"5000",64161
"5001",64162
"5002",64163
"5003",64164
"5004",64165
"5005",64166
"5006",64167
"5007",64168
"5008",64169
"5009",64170
"5010",64171
"5011",64172
"5012",64173
"5013",64174
"5014",64175
"5015",64176
"5016",64177
"5017",64178
"5018",64179
"5019",64180
"5020",64181
"5021",64182
"5022",64183
"5023",64184
"5024",64185
"5025",64186
"5026",64187
"5027",64195
"5028",64196
"5029",64197
"5030",64198
"5031",64199
"5032",64200
"5033",64206
"5034",64207
"5035",64208
"5036",64209
"5037",64210
"5038",64211
"5039",64212
"5040",64213
"5041",64214
"5042",64215
"5043",64216
"5044",64217
"5045",64218
"5046",64223
"5047",64224
"5048",64225
"5049",64226
"5050",64227
"5051",64228
"5052",64229
"5053",64230
"5054",64231
"5055",64232
"5056",64233
"5057",64234
"5058",64235
"5059",64236
"5060",64237
"5061",64238
"5062",64239
"5063",64240
"5064",64246
"5065",64247
"5066",64248
"5067",64249
"5068",64250
"5069",64251
"5070",64252
"5071",64253
"5072",64254
"5073",64255
"5074",64256
"5075",64257
"5076",64258
"5077",64259
"5078",64260
"5079",64276
"5080",64296
"5081",64297
"5082",64298
"5083",64299
"5084",64300
"5085",64301
"5086",64302
"5087",64303
"5088",64304
"5089",64305
"5090",64306
"5091",64307
"5092",64308
"5093",64309
"5094",64310
"5095",64311
"5096",64312
"5097",64313
"5098",64314
"5099",64315
"5100",64316
"5101",64317
"5102",64318
"5103",64319
"5104",64320
"5105",64321
"5106",64322
"5107",64332
"5108",64333
"5109",64335
"5110",64336
"5111",64337
"5112",64338
"5113",64339
"5114",64340
"5115",64341
"5116",64342
"5117",64343
"5118",64344
"5119",64345
"5120",64346
"5121",64347
"5122",64348
"5123",64349
"5124",64350
"5125",64351
"5126",64360
"5127",64361
"5128",64362
"5129",64363
"5130",64364
"5131",64365
"5132",64366
"5133",64367
"5134",64377
"5135",64378
"5136",64379
"5137",64380
"5138",64381
"5139",64382
"5140",64383
"5141",64384
"5142",64385
"5143",64386
"5144",64387
"5145",64388
"5146",64389
"5147",64390
"5148",64400
"5149",64401
"5150",64402
"5151",64403
"5152",64404
"5153",64405
"5154",64406
"5155",64407
"5156",64408
"5157",64409
"5158",64410
"5159",64411
"5160",64412
"5161",64413
"5162",64414
"5163",64415
"5164",64416
"5165",64417
"5166",64418
"5167",64419
"5168",64420
"5169",64421
"5170",64422
"5171",64423
"5172",64424
"5173",64425
"5174",64426
